id_venda;id_pedido;data_venda;id_cliente;id_produto;quantidade;preco_tabela_brl;desconto_pct;preco_unitario_brl;valor_bruto_brl;valor_desconto_brl;valor_liquido_brl;custo_total_brl;canal_venda;forma_pagamento
72755;121016;02/03/2026;38;38;60;1288,45;17,27;1065,92;77307,00;13351,96;63955,04;45000,96;Vendedor Externo;Boleto 14
72756;121016;02/03/2026;38;37;6;1133,17;11,64;1001,25;6799,02;791,54;6007,48;3957,75;Vendedor Externo;Boleto 14
72757;121016;2026-03-02;38;35;12;808,52;17,94;663,49;9702,24;1740,38;7961,86;5446,01;Vendedor Externo;Boleto 14
72758;121016;2026-03-02;38;5;6;95,32;11,20;84,64;571,92;64,06;507,86;345,71;Vendedor Externo;Boleto 14
72759;121016;2026-03-02;38;31;6;604,39;11,45;535,16;3626,34;415,35;3210,99;2035,51;Vendedor Externo;Boleto 14
72760;121016;02/03/2026;38;33;60;537,85;11,16;477,84;32271,00;3600,87;28670,13;18114,15;Vendedor Externo;Boleto 14
72761;121017;02/03/2026;170;29;1;96,25;6,23;90,25;96,25;6,00;90,25;50,43;Televendas;Cartao
72762;121017;02/03/2026;170;32;2;463,15;0,00;463,15;926,30;0,00;926,30;519,95;Televendas;Cartao
72763;121018;02/03/2026;47;9;6;510,31;0,64;507,03;3061,86;19,66;3042,20;2005,11;Site;Boleto 30
72764;121018;2026-03-02;47;8;2;323,11;6,55;301,96;646,22;42,30;603,92;423,19;Site;Boleto 30
72765;121018;02/03/2026;47;2;4;149,40;2,79;145,23;597,60;16,70;580,90;361,24;Site;Boleto 30
72766;121019;02/03/2026;193;15;1;1930,27;1,76;1896,22;1930,27;34,05;1896,22;1378,99;Site;Boleto 30/60/90
72767;121019;02/03/2026;193;31;6;604,39;8,62;552,29;3626,34;312,61;3313,73;2035,51;Site;Boleto 30/60/90
72768;121019;2026-03-02;193;27;6;62,40;9,52;56,46;374,40;35,65;338,75;196,15;Site;Boleto 30/60/90
72769;121019;02/03/2026;193;39;6;1299,96;;1275,33;7799,76;147,78;7651,98;4540,31;Site;Boleto 30/60/90
72770;121019;2026-03-02;193;40;1;365,46;8,26;335,29;365,46;30,17;335,29;212,74;Site;Boleto 30/60/90
72771;121020;02/03/2026;83;15;2;1930,27;5,82;1818,01;3860,54;224,52;3636,02;2757,99;Televendas;PIX
72772;121020;2026-03-02;83;33;2;537,85;3,35;519,85;1075,70;35,99;1039,71;603,80;Televendas;PIX
72773;121020;02/03/2026;83;2;1;149,40;5,64;140,97;149,40;8,43;140,97;90,31;Televendas;PIX
72774;121021;02/03/2026;140;16;2;1747,20;2,41;1705,06;3494,40;84,28;3410,12;2196,84;Vendedor Externo;Boleto 30/60/90
72775;121021;2026-03-02;140;2;4;149,40;3,72;143,85;597,60;22,22;575,38;361,24;Vendedor Externo;Boleto 30/60/90
72776;121021;02/03/2026;140;8;1;323,11;3,78;310,89;323,11;12,22;310,89;211,59;Vendedor Externo;Boleto 30/60/90
72777;121021;02/03/2026;140;30;1;213,10;1,54;209,82;213,10;3,28;209,82;111,64;Vendedor Externo;Boleto 30/60/90
72778;121022;02/03/2026;74;10;4;359,05;9,13;326,28;1436,20;131,08;1305,12;940,52;Marketplace;Boleto 30
72779;121022;02/03/2026;74;3;1;143,04;5,39;135,34;143,04;7,70;135,34;86,47;Marketplace;Boleto 30
72780;121023;02/03/2026;125;39;12;1299,96;8,20;1193,33;15599,52;1279,59;14319,93;9080,61;Televendas;Antecipado
72781;121023;02/03/2026;125;2;4;149,40;10,98;133,00;597,60;65,60;532,00;361,24;Televendas;Antecipado
72782;121023;2026-03-02;125;22;12;1642,25;10,65;1467,33;19707,00;2098,98;17608,02;16301,75;Televendas;Antecipado
72783;121024;2026-03-02;91;25;1;1618,05;4,27;1548,92;1618,05;69,13;1548,92;1338,46;Site;Boleto 14
72784;121025;02/03/2026;79;17;4;1251,77;2,17;1224,60;5007,08;108,67;4898,41;3147,83;Marketplace;Boleto 30
72785;121025;02/03/2026;79;3;2;143,04;3,77;137,64;286,08;10,80;275,28;172,94;Marketplace;Boleto 30
72786;121026;2026-03-02;135;24;12;2050,30;10,64;1832,24;24603,60;2616,70;21986,90;20352,18;Marketplace;PIX
72787;121026;2026-03-02;135;13;12;2116,74;12,04;1861,90;25400,88;3058,06;22342,82;18146,51;Marketplace;PIX
72788;121026;02/03/2026;135;37;6;1133,17;9,25;1028,36;6799,02;628,85;6170,17;3957,75;Marketplace;PIX
72789;121026;2026-03-02;135;21;4;1330,44;12,95;1158,16;5321,76;689,13;4632,63;4402,19;Marketplace;PIX
72790;121026;2026-03-02;135;4;6;69,76;10,03;62,76;418,56;41,98;376,58;253,03;Marketplace;PIX
72791;121026;02/03/2026;135;27;12;62,40;10,85;55,63;748,80;81,24;667,56;392,29;Marketplace;PIX
72792;121027;02/03/2026;20;24;4;2050,30;4,40;1960,01;8201,20;361,14;7840,06;6784,06;Televendas;Boleto 30/60/90
72793;121027;02/03/2026;20;8;1;323,11;4,07;309,96;323,11;13,15;309,96;211,59;Televendas;Boleto 30/60/90
72794;121027;02/03/2026;20;11;1;2101,99;1,41;2072,43;2101,99;29,56;2072,43;1501,67;Televendas;Boleto 30/60/90
72795;121028;2026-03-02;120;22;2;1642,25;2,36;1603,52;3284,50;77,47;3207,03;2716,96;Site;Boleto 30/60/90
72796;121029;2026-03-02;192;38;4;1288,45;17,82;1058,87;5153,80;918,34;4235,46;3000,06;Site;Boleto 30
72797;121029;2026-03-02;192;39;6;1299,96;10,50;1163,52;7799,76;818,62;6981,14;4540,31;Site;Boleto 30
72798;121029;2026-03-02;192;12;6;3017,53;15,07;2562,91;18105,18;2727,70;15377,48;12934,41;Site;Boleto 30
72799;121029;02/03/2026;192;35;6;808,52;3,66;778,95;4851,12;177,43;4673,69;2723,01;Site;Boleto 30
72800;121030;02/03/2026;33;39;1;1299,96;1,09;1285,75;1299,96;14,21;1285,75;756,72;Site;Boleto 30/60/90
72801;121031;02/03/2026;98;22;6;1642,25;8,12;1508,88;9853,50;800,19;9053,31;8150,88;Vendedor Externo;Boleto 30/60/90
72802;121031;02/03/2026;98;30;6;213,10;9,77;192,27;1278,60;124,95;1153,65;669,84;Vendedor Externo;Boleto 30/60/90
72803;121032;2026-03-02;98;26;2;225,73;10,99;200,92;451,46;49,62;401,84;236,52;Televendas;Cartao
72804;121032;2026-03-02;98;7;12;439,55;12,81;383,22;5274,60;675,90;4598,70;3454,14;Televendas;Cartao
72805;121032;02/03/2026;98;34;2;428,50;15,99;359,98;857,00;137,04;719,96;481,05;Televendas;Cartao
72806;121033;02/03/2026;18;38;4;1288,45;4,33;1232,61;5153,80;223,38;4930,42;3000,06;Televendas;Boleto 30
72807;121033;02/03/2026;18;14;4;2797,54;5,37;2647,34;11190,16;600,78;10589,38;7994,29;Televendas;Boleto 30
72808;121034;2026-03-03;192;9;2;510,31;11,21;453,09;1020,62;114,44;906,18;668,56;Televendas;Cartao
72809;121034;2026-03-03;192;27;6;62,40;10,06;56,12;374,40;37,66;336,74;196,20;Televendas;Cartao
72810;121034;03/03/2026;192;38;2;1288,45;14,25;1104,83;2576,90;367,24;2209,66;1500,46;Televendas;Cartao
72811;121035;03/03/2026;31;37;1;1133,17;0,00;1133,17;1133,17;0,00;1133,17;659,81;Vendedor Externo;Boleto 30
72812;121035;03/03/2026;31;22;1;1642,25;2,10;1607,72;1642,25;34,53;1607,72;1358,87;Vendedor Externo;Boleto 30
72813;121035;03/03/2026;31;15;1;1930,27;1,58;1899,85;1930,27;30,42;1899,85;1379,38;Vendedor Externo;Boleto 30
72814;121035;03/03/2026;31;5;1;95,32;5,08;90,47;95,32;4,85;90,47;57,63;Vendedor Externo;Boleto 30
72815;121036;03/03/2026;100;30;12;213,10;13,06;185,27;2557,20;333,94;2223,26;1340,06;Site;Boleto 30/60/90
72816;121036;03/03/2026;100;31;24;604,39;16,95;501,93;14505,36;2459,04;12046,32;8144,36;Site;Boleto 30/60/90
72817;121036;03/03/2026;100;1;12;55,03;16,20;46,11;660,36;107,00;553,36;399,27;Site;Boleto 30/60/90
72818;121036;03/03/2026;100;6;24;358,43;16,05;300,91;8602,32;1380,44;7221,88;5634,93;Site;Boleto 30/60/90
72819;121036;2026-03-03;100;9;60;510,31;18,87;414,03;30618,60;5776,69;24841,91;20056,79;Site;Boleto 30/60/90
72820;121036;03/03/2026;100;23;24;2042,10;14,52;1745,53;49010,40;7117,64;41892,76;40553,07;Site;Boleto 30/60/90
72821;121036;03/03/2026;100;4;12;69,76;14,68;59,52;837,12;122,93;714,19;506,20;Site;Boleto 30/60/90
72822;121036;2026-03-03;100;11;60;2101,99;17,29;1738,47;126119,40;21811,15;104308,25;90125,57;Site;Boleto 30/60/90
72823;121036;2026-03-03;100;26;48;225,73;14,91;192,07;10835,04;1615,59;9219,45;5678,10;Site;Boleto 30/60/90
72824;121036;03/03/2026;100;32;6;463,15;23,19;355,73;2778,90;644,52;2134,38;1560,30;Site;Boleto 30/60/90
72825;121036;03/03/2026;100;37;60;1133,17;18,86;919,49;67990,20;12820,66;55169,54;39588,74;Site;Boleto 30/60/90
72826;121037;2026-03-03;140;16;4;1747,20;6,14;1639,84;6988,80;429,44;6559,36;4394,93;Televendas;Boleto 14
72827;121037;03/03/2026;140;34;1;428,50;2,83;416,38;428,50;12,12;416,38;240,59;Televendas;Boleto 14
72828;121037;2026-03-03;140;39;4;1299,96;0,19;1297,53;5199,84;9,72;5190,12;3027,73;Televendas;Boleto 14
72829;121037;2026-03-03;140;26;2;225,73;0,00;225,73;451,46;0,00;451,46;236,59;Televendas;Boleto 14
72830;121038;03/03/2026;200;18;1;1984,97;8,04;1825,47;1984,97;159,50;1825,47;1248,26;Site;Boleto 14
72831;121038;03/03/2026;200;5;1;95,32;5,16;90,40;95,32;4,92;90,40;57,63;Site;Boleto 14
72832;121038;03/03/2026;200;6;2;358,43;0,99;354,87;716,86;7,12;709,74;469,58;Site;Boleto 14
72833;121039;03/03/2026;85;14;1;2797,54;2,91;2716,19;2797,54;81,35;2716,19;1999,14;Televendas;Boleto 30/60/90
72834;121039;2026-03-03;85;34;2;428,50;7,00;398,52;857,00;59,96;797,04;481,19;Televendas;Boleto 30/60/90
72835;121040;03/03/2026;161;6;4;358,43;7,62;331,11;1433,72;109,26;1324,46;939,16;Televendas;Boleto 30/60/90
72836;121040;03/03/2026;161;31;6;604,39;5,38;571,90;3626,34;194,96;3431,38;2036,09;Televendas;Boleto 30/60/90
72837;121040;2026-03-03;161;30;2;213,10;0,00;213,10;426,20;0,00;426,20;223,34;Televendas;Boleto 30/60/90
72838;121041;03/03/2026;163;23;1;2042,10;0,26;2036,88;2042,10;5,22;2036,88;1689,71;Marketplace;Boleto 14
72839;121042;03/03/2026;130;35;1;808,52;2,92;784,89;808,52;23,63;784,89;453,96;Televendas;Boleto 14
72840;121042;03/03/2026;130;29;1;96,25;0,00;96,25;96,25;0,00;96,25;50,44;Televendas;Boleto 14
72841;121042;03/03/2026;130;3;1;143,04;0,00;143,04;143,04;0,00;143,04;86,49;Televendas;Boleto 14
72842;121043;03/03/2026;99;34;12;428,50;11,80;377,94;5142,00;606,70;4535,30;2887,12;Site;Boleto 30
72843;121043;03/03/2026;99;31;6;604,39;10,77;539,31;3626,34;390,48;3235,86;2036,09;Site;Boleto 30
72844;121043;2026-03-03;99;4;4;69,76;7,59;64,47;279,04;21,17;257,87;168,73;Site;Boleto 30
72845;121043;03/03/2026;99;1;2;55,03;5,22;52,16;110,06;5,74;104,32;66,55;Site;Boleto 30
72846;121043;03/03/2026;99;25;2;1618,05;12,18;1420,95;3236,10;394,21;2841,89;2677,67;Site;Boleto 30
72847;121043;03/03/2026;99;7;2;439,55;11,37;389,58;879,10;99,94;779,16;575,85;Site;Boleto 30
72848;121044;03/03/2026;150;1;1;55,03;0,84;54,57;55,03;0,46;54,57;33,27;Site;PIX
72849;121045;2026-03-03;133;32;4;463,15;10,80;413,11;1852,60;200,16;1652,44;1040,20;Site;PIX
72850;121045;03/03/2026;133;29;12;96,25;3,67;92,72;1155,00;42,37;1112,63;605,28;Site;PIX
72851;121046;03/03/2026;68;7;1;439,55;4,74;418,72;439,55;20,83;418,72;287,93;Televendas;Boleto 30
72852;121047;03/03/2026;175;4;1;69,76;3,93;67,02;69,76;2,74;67,02;42,18;Televendas;Boleto 30
72853;121047;03/03/2026;175;31;4;604,39;0,00;604,39;2417,56;0,00;2417,56;1357,39;Televendas;Boleto 30
72854;121048;03/03/2026;86;37;48;1133,17;17,10;939,42;54392,16;9299,80;45092,36;31670,99;Televendas;Boleto 30/60/90
72855;121048;03/03/2026;86;28;6;116,53;11,83;102,75;699,18;82,69;616,49;366,41;Televendas;Boleto 30/60/90
72856;121048;03/03/2026;86;16;12;1747,20;14,45;1494,71;20966,40;3029,82;17936,58;13184,80;Televendas;Boleto 30/60/90
72857;121048;03/03/2026;86;9;60;510,31;16,66;425,31;30618,60;5099,84;25518,76;20056,79;Televendas;Boleto 30/60/90
72858;121048;03/03/2026;86;22;6;1642,25;14,53;1403,63;9853,50;1431,70;8421,80;8153,19;Televendas;Boleto 30/60/90
72859;121049;03/03/2026;157;28;4;116,53;4,56;111,21;466,12;21,27;444,85;244,27;Televendas;Boleto 30
72860;121049;03/03/2026;157;9;1;510,31;0,44;508,09;510,31;2,22;508,09;334,28;Televendas;Boleto 30
72861;121049;03/03/2026;157;4;4;69,76;0,22;69,61;279,04;0,60;278,44;168,73;Televendas;Boleto 30
72862;121049;03/03/2026;157;5;2;95,32;5,93;89,66;190,64;11,31;179,33;115,27;Televendas;Boleto 30
72863;121050;03/03/2026;175;8;2;323,11;0,95;320,04;646,22;6,15;640,07;423,31;Site;Boleto 30/60/90
72864;121050;03/03/2026;175;7;2;439,55;2,62;428,02;879,10;23,06;856,04;575,85;Site;Boleto 30/60/90
72865;121050;2026-03-03;175;18;1;1984,97;6,34;1859,22;1984,97;125,75;1859,22;1248,26;Site;Boleto 30/60/90
72866;121050;03/03/2026;175;11;2;2101,99;3,79;2022,35;4203,98;159,27;4044,71;3004,19;Site;Boleto 30/60/90
72867;121051;03/03/2026;53;10;4;359,05;3,12;347,84;1436,20;44,84;1391,36;940,79;Site;Boleto 30/60/90
72868;121051;03/03/2026;53;38;2;1288,45;5,19;1221,54;2576,90;133,81;2443,09;1500,46;Site;Boleto 30/60/90
72869;121051;03/03/2026;53;12;4;3017,53;6,57;2819,40;12070,12;792,51;11277,61;8625,38;Site;Boleto 30/60/90
72870;121051;03/03/2026;53;16;1;1747,20;8,62;1596,66;1747,20;150,54;1596,66;1098,73;Site;Boleto 30/60/90
72871;121052;03/03/2026;127;28;1;116,53;0,80;115,60;116,53;0,93;115,60;61,07;Televendas;Cartao
72872;121052;03/03/2026;127;16;1;1747,20;5,12;1657,79;1747,20;89,41;1657,79;1098,73;Televendas;Cartao
72873;121052;03/03/2026;127;23;2;2042,10;9,21;1854,10;4084,20;376,00;3708,20;3379,42;Televendas;Cartao
72874;121052;03/03/2026;127;33;6;537,85;6,50;502,90;3227,10;209,72;3017,38;1811,93;Televendas;Cartao
72875;121052;03/03/2026;127;19;6;536,90;1,13;530,84;3221,40;36,38;3185,02;2025,79;Televendas;Cartao
72876;121053;2026-03-03;91;22;2;1642,25;3,39;1586,51;3284,50;111,49;3173,01;2717,73;Vendedor Externo;Boleto 30/60/90
72877;121054;03/03/2026;28;37;2;1133,17;2,34;1106,64;2266,34;53,06;2213,28;1319,62;Televendas;Boleto 30/60/90
72878;121055;03/03/2026;71;8;2;323,11;4,32;309,16;646,22;27,90;618,32;423,31;Site;PIX
72879;121056;2026-03-03;183;4;2;69,76;2,74;67,85;139,52;3,82;135,70;84,37;Televendas;Boleto 30
72880;121057;2026-03-04;94;3;1;143,04;3,39;138,18;143,04;4,86;138,18;86,52;Televendas;Boleto 30/60/90
72881;121058;04/03/2026;91;36;2;1097,51;1,05;1085,99;2195,02;23,03;2171,99;1278,44;Vendedor Externo;Boleto 30/60/90
72882;121058;2026-03-04;91;13;1;2116,74;3,31;2046,57;2116,74;70,17;2046,57;1513,04;Vendedor Externo;Boleto 30/60/90
72883;121058;04/03/2026;91;30;2;213,10;6,81;198,59;426,20;29,02;397,18;223,40;Vendedor Externo;Boleto 30/60/90
72884;121059;04/03/2026;33;20;4;2207,01;0,00;2207,01;8828,04;0,00;8828,04;5553,02;Televendas;PIX
72885;121060;04/03/2026;131;7;1;439,55;;417,72;439,55;21,83;417,72;288,00;Televendas;Boleto 30/60/90
72886;121060;2026-03-04;131;11;6;2101,99;2,82;2042,80;12611,94;355,17;12256,77;9014,96;Televendas;Boleto 30/60/90
72887;121060;2026-03-04;131;40;6;365,46;0,00;365,46;2192,76;0,00;2192,76;1277,13;Televendas;Boleto 30/60/90
72888;121061;2026-03-04;148;8;4;323,11;1,48;318,34;1292,44;19,08;1273,36;846,84;Marketplace;Boleto 30
72889;121061;2026-03-04;148;4;6;69,76;6,93;64,93;418,56;28,99;389,57;253,17;Marketplace;Boleto 30
72890;121062;2026-03-04;1;33;1;537,85;7,55;497,24;537,85;40,61;497,24;302,07;Televendas;Boleto 30/60/90
72891;121062;04/03/2026;1;8;1;323,11;0,93;320,10;323,11;3,01;320,10;211,71;Televendas;Boleto 30/60/90
72892;121062;04/03/2026;1;4;4;69,76;2,71;67,87;279,04;7,57;271,47;168,78;Televendas;Boleto 30/60/90
72893;121062;04/03/2026;1;27;1;62,40;7,96;57,43;62,40;4,97;57,43;32,71;Televendas;Boleto 30/60/90
72894;121063;04/03/2026;60;29;4;96,25;11,86;84,83;385,00;45,67;339,33;201,82;Vendedor Externo;Boleto 14
72895;121063;04/03/2026;60;39;6;1299,96;10,24;1166,88;7799,76;798,48;7001,28;4542,80;Vendedor Externo;Boleto 14
72896;121063;04/03/2026;60;11;4;2101,99;11,57;1858,77;8407,96;972,88;7435,08;6009,97;Vendedor Externo;Boleto 14
72897;121063;04/03/2026;60;23;2;2042,10;10,87;1820,04;4084,20;444,13;3640,07;3380,32;Vendedor Externo;Boleto 14
72898;121064;2026-03-04;118;36;48;1097,51;12,87;956,21;52680,48;6782,38;45898,10;30682,44;Site;Boleto 30
72899;121064;04/03/2026;118;33;60;537,85;18,69;437,31;32271,00;6032,21;26238,79;18124,11;Site;Boleto 30
72900;121064;2026-03-04;118;13;24;2116,74;17,05;1755,91;50801,76;8659,91;42141,85;36312,99;Site;Boleto 30
72901;121064;04/03/2026;118;3;12;143,04;12,20;125,58;1716,48;209,49;1506,99;1038,19;Site;Boleto 30
72902;121064;04/03/2026;118;12;48;3017,53;13,62;2606,67;144841,44;19721,42;125120,02;103532,15;Site;Boleto 30
72903;121064;04/03/2026;118;18;48;1984,97;14,08;1705,46;95278,56;13416,58;81861,98;59932,23;Site;Boleto 30
72904;121064;2026-03-04;118;2;60;149,40;17,84;122,75;8964,00;1599,02;7364,98;5421,53;Site;Boleto 30
72905;121065;04/03/2026;1;19;2;536,90;2,60;522,94;1073,80;27,91;1045,89;675,44;Televendas;PIX
72906;121065;04/03/2026;1;37;4;1133,17;2,81;1101,33;4532,68;127,36;4405,32;2639,95;Televendas;PIX
72907;121065;04/03/2026;1;30;4;213,10;2,46;207,86;852,40;20,95;831,45;446,81;Televendas;PIX
72908;121066;2026-03-04;101;20;6;2207,01;15,37;1867,82;13242,06;2035,15;11206,91;8329,54;Televendas;Antecipado
72909;121066;04/03/2026;101;12;24;3017,53;21,15;2379,31;72420,72;15317,22;57103,50;51766,08;Televendas;Antecipado
72910;121066;04/03/2026;101;31;12;604,39;9,02;549,90;7252,68;653,86;6598,82;4073,26;Televendas;Antecipado
72911;121066;04/03/2026;101;10;24;359,05;12,49;314,19;8617,20;1076,70;7540,50;5646,24;Televendas;Antecipado
72912;121066;04/03/2026;101;26;48;225,73;15,08;191,68;10835,04;1634,28;9200,76;5679,61;Televendas;Antecipado
72913;121066;04/03/2026;101;7;60;439,55;18,71;357,30;26373,00;4934,71;21438,29;17280,22;Televendas;Antecipado
72914;121067;04/03/2026;33;39;1;1299,96;2,79;1263,75;1299,96;36,21;1263,75;757,13;Televendas;Cartao
72915;121067;04/03/2026;33;29;2;96,25;0,87;95,41;192,50;1,67;190,83;100,91;Televendas;Cartao
72916;121067;2026-03-04;33;9;2;510,31;5,30;483,27;1020,62;54,08;966,54;668,74;Televendas;Cartao
72917;121068;04/03/2026;175;6;4;358,43;2,33;350,09;1433,72;33,36;1400,36;939,41;Televendas;Cartao
72918;121068;04/03/2026;175;38;2;1288,45;1,51;1269,03;2576,90;38,83;2538,07;1500,86;Televendas;Cartao
72919;121068;04/03/2026;175;33;2;537,85;4,11;515,76;1075,70;44,18;1031,52;604,14;Televendas;Cartao
72920;121069;04/03/2026;17;20;2;2207,01;8,73;2014,36;4414,02;385,31;4028,71;2776,51;Televendas;Cartao
72921;121070;2026-03-04;92;31;1;604,39;1,04;598,11;604,39;6,28;598,11;339,44;Televendas;PIX
72922;121070;04/03/2026;92;17;2;1251,77;4,92;1190,21;2503,54;123,12;2380,42;1574,78;Televendas;PIX
72923;121071;04/03/2026;176;23;4;2042,10;1,66;2008,27;8168,40;135,33;8033,07;6760,64;Televendas;Boleto 30/60/90
72924;121071;04/03/2026;176;7;2;439,55;2,58;428,20;879,10;22,69;856,41;576,01;Televendas;Boleto 30/60/90
72925;121072;04/03/2026;11;17;6;1251,77;6,58;1169,36;7510,62;494,49;7016,13;4724,34;Marketplace;Boleto 30/60/90
72926;121072;04/03/2026;11;19;4;536,90;6,90;499,85;2147,60;148,18;1999,42;1350,89;Marketplace;Boleto 30/60/90
72927;121072;04/03/2026;11;26;4;225,73;7,09;209,73;902,92;63,99;838,93;473,30;Marketplace;Boleto 30/60/90
72928;121072;2026-03-04;11;32;12;463,15;6,62;432,48;5557,80;368,07;5189,73;3121,43;Marketplace;Boleto 30/60/90
72929;121073;2026-03-04;54;32;12;463,15;14,94;393,95;5557,80;830,41;4727,39;3121,43;Televendas;Boleto 30/60/90
72930;121073;04/03/2026;54;12;4;3017,53;10,44;2702,44;12070,12;1260,36;10809,76;8627,68;Televendas;Boleto 30/60/90
72931;121073;04/03/2026;54;9;12;510,31;13,18;443,06;6123,72;806,95;5316,77;4012,43;Televendas;Boleto 30/60/90
72932;121073;04/03/2026;54;21;12;1330,44;8,71;1214,54;15965,28;1390,78;14574,50;13213,82;Televendas;Boleto 30/60/90
72933;121073;04/03/2026;54;26;2;225,73;2,17;220,83;451,46;9,79;441,67;236,65;Televendas;Boleto 30/60/90
72934;121073;04/03/2026;54;16;12;1747,20;17,79;1436,35;20966,40;3730,18;17236,22;13188,31;Televendas;Boleto 30/60/90
72935;121074;2026-03-04;149;29;4;96,25;2,55;93,80;385,00;9,81;375,19;201,82;Marketplace;PIX
72936;121074;04/03/2026;149;5;2;95,32;5,58;90,00;190,64;10,64;180,00;115,30;Marketplace;PIX
72937;121075;2026-03-04;105;5;1;95,32;6,65;88,99;95,32;6,33;88,99;57,65;Televendas;PIX
72938;121075;04/03/2026;105;11;1;2101,99;0,00;2101,99;2101,99;0,00;2101,99;1502,49;Televendas;PIX
72939;121076;04/03/2026;26;19;1;536,90;0,00;536,90;536,90;0,00;536,90;337,72;Televendas;Boleto 30/60/90
72940;121076;2026-03-04;26;21;1;1330,44;4,07;1276,26;1330,44;54,18;1276,26;1101,15;Televendas;Boleto 30/60/90
72941;121077;05/03/2026;58;15;2;1930,27;8,36;1768,83;3860,54;322,88;3537,66;2760,19;Televendas;Boleto 30/60/90
72942;121077;05/03/2026;58;1;2;55,03;1,01;54,48;110,06;1,11;108,95;66,58;Televendas;Boleto 30/60/90
72943;121077;05/03/2026;58;5;1;95,32;0,00;95,32;95,32;0,00;95,32;57,66;Televendas;Boleto 30/60/90
72944;121078;2026-03-05;76;22;1;1642,25;6,97;1527,74;1642,25;114,51;1527,74;1359,56;Site;PIX
72945;121078;05/03/2026;76;4;2;69,76;12,42;61,10;139,52;17,33;122,19;84,41;Site;PIX
72946;121079;2026-03-05;138;36;1;1097,51;3,49;1059,26;1097,51;38,25;1059,26;639,38;Televendas;
72947;121079;2026-03-05;138;8;1;323,11;3,23;312,67;323,11;10,44;312,67;211,76;Televendas;PIX
72948;121079;2026-03-05;138;1;1;55,03;2,60;53,60;55,03;1,43;53,60;33,29;Televendas;PIX
72949;121079;2026-03-05;138;38;1;1288,45;3,60;1242,02;1288,45;46,43;1242,02;750,61;Televendas;PIX
72950;121080;05/03/2026;192;31;6;604,39;6,87;562,87;3626,34;249,12;3377,22;2037,14;Televendas;Boleto 30/60/90
72951;121080;05/03/2026;192;2;4;149,40;11,73;131,88;597,60;70,08;527,52;361,53;Televendas;Boleto 30/60/90
72952;121081;05/03/2026;62;3;6;143,04;7,40;132,45;858,24;63,53;794,71;519,22;Televendas;Boleto 30/60/90
72953;121081;05/03/2026;62;31;6;604,39;4,16;579,24;3626,34;150,90;3475,44;2037,14;Televendas;Boleto 30/60/90
72954;121082;2026-03-05;186;35;2;808,52;5,42;764,70;1617,04;87,65;1529,39;908,39;Site;Boleto 30/60/90
72955;121082;05/03/2026;186;40;1;365,46;2,82;355,16;365,46;10,30;355,16;212,91;Site;Boleto 30/60/90
72956;121082;05/03/2026;186;31;1;604,39;1,37;596,09;604,39;8,30;596,09;339,52;Site;Boleto 30/60/90
72957;121083;05/03/2026;27;31;1;604,39;0,79;599,64;604,39;4,75;599,64;339,52;Televendas;PIX
72958;121084;05/03/2026;82;25;4;1618,05;6,73;1509,22;6472,20;435,33;6036,87;5358,10;Televendas;Cartao
72959;121084;05/03/2026;82;20;6;2207,01;12,22;1937,42;13242,06;1617,57;11624,49;8331,60;Televendas;Cartao
72960;121084;05/03/2026;82;40;6;365,46;2,37;356,82;2192,76;51,87;2140,89;1277,44;Televendas;Cartao
72961;121084;05/03/2026;82;2;1;149,40;0,21;149,09;149,40;0,31;149,09;90,38;Televendas;Cartao
72962;121084;05/03/2026;82;14;6;2797,54;7,17;2597,02;16785,24;1203,12;15582,12;12001,00;Televendas;Cartao
72963;121085;05/03/2026;123;4;6;69,76;3,42;67,37;418,56;14,31;404,25;253,23;Televendas;Boleto 30/60/90
72964;121085;2026-03-05;123;11;1;2101,99;1,93;2061,47;2101,99;40,52;2061,47;1502,87;Televendas;Boleto 30/60/90
72965;121086;05/03/2026;144;29;2;96,25;6,11;90,37;192,50;11,75;180,75;100,93;Televendas;Boleto 30/60/90
72966;121086;2026-03-05;144;40;6;365,46;0,00;365,46;2192,76;0,00;2192,76;1277,44;Televendas;Boleto 30/60/90
72967;121086;2026-03-05;144;25;4;1618,05;6,39;1514,60;6472,20;413,81;6058,39;5358,10;Televendas;Boleto 30/60/90
72968;121086;05/03/2026;144;11;6;2101,99;0,00;2101,99;12611,94;0,00;12611,94;9017,19;Televendas;Boleto 30/60/90
72969;121087;05/03/2026;167;10;6;359,05;5,59;338,96;2154,30;120,53;2033,77;1411,91;Site;PIX
72970;121087;05/03/2026;167;24;2;2050,30;5,71;1933,28;4100,60;234,04;3866,56;3394,74;Site;PIX
72971;121087;2026-03-05;167;4;1;69,76;10,43;62,48;69,76;7,28;62,48;42,21;Site;PIX
72972;121088;2026-03-05;97;31;4;604,39;10,87;538,72;2417,56;262,69;2154,87;1358,09;Vendedor Externo;Cartao
72973;121088;05/03/2026;97;13;1;2116,74;10,27;1899,40;2116,74;217,34;1899,40;1513,42;Vendedor Externo;Cartao
72974;121088;05/03/2026;97;35;2;808,52;8,52;739,60;1617,04;137,84;1479,20;908,39;Vendedor Externo;Cartao
72975;121089;2026-03-05;198;20;60;2207,01;16,30;1847,37;132420,60;21578,27;110842,33;83316,04;Site;Boleto 30
72976;121089;05/03/2026;198;39;12;1299,96;14,73;1108,53;15599,52;2297,17;13302,35;9087,86;Site;Boleto 30
